year,Base case diesel consumed,Modeled non-residential ashp
2017,6112.60454164,-7175.66618777
2018,6112.60454164,-7175.66618777
2019,6112.60454164,-7175.66618777
2020,6112.60454164,-7175.66618777
2021,6112.60454164,-7175.66618777
2022,6112.60454164,-7175.66618777
2023,6112.60454164,-7175.66618777
2024,6112.60454164,-7175.66618777
2025,6112.60454164,-7175.66618777
2026,6112.60454164,-7175.66618777
2027,6112.60454164,-7175.66618777
2028,6112.60454164,-7175.66618777
2029,6112.60454164,-7175.66618777
2030,6112.60454164,-7175.66618777
2031,6112.60454164,-7175.66618777
