year,Base case diesel consumed,Modeled residential energy efficiency
2017,31020.4463107,23198.9643626
2018,31844.5251355,24023.0431875
2019,32668.6039604,24847.1220123
2020,33492.6827853,25671.2008372
2021,34316.7616101,26495.2796621
2022,35964.9192599,28143.4373118
2023,36788.9980847,28967.5161367
2024,37613.0769096,29791.5949615
2025,39261.2345593,31439.7526113
2026,40085.3133842,32263.8314361
2027,40909.3922091,33087.910261
2028,42557.5498588,34736.0679107
2029,43381.6286837,35560.1467356
2030,45029.7863334,37208.3043854
2031,45853.8651583,38032.3832102
