year,Base case cost,Modeled diesel efficiency
2019,243386.899811,413337.814727
2020,259436.265885,423426.342927
2021,271918.493571,430377.529017
2022,281511.725096,434805.393095
2023,288916.156095,437344.061892
2024,295927.563897,439623.701462
2025,303486.368737,442496.936463
2026,312219.517435,446531.469581
2027,320262.709581,450030.285663
2028,327597.042254,452974.05517
2029,336613.734742,457534.519649
2030,343302.217674,460063.660928
2031,352501.638381,464958.706622
2032,362971.492787,471089.974769
2033,372385.146579,476340.438115
2034,383932.467382,483608.116149
2035,391403.84622,487246.092716
2036,403572.600495,495228.336904
2037,411225.132309,499177.117804
2038,422795.29414,506757.882182
