year,Base case diesel consumed,Modeled non-residential ashp
2017,282758.632834,238316.821293
2018,280114.348206,235672.536666
2019,280114.348206,235672.536666
2020,278792.205893,234350.394352
2021,277470.063579,233028.252038
2022,274825.778951,230383.96741
2023,272181.494324,227739.682783
2024,269537.209696,225095.398155
2025,266892.925069,222451.113528
2026,264248.640441,219806.8289
2027,261604.355813,217162.544273
2028,258960.071186,214518.259645
2029,256315.786558,211873.975017
2030,254993.644244,210551.832704
2031,252349.359617,207907.548076
