year,Base case cost,Modeled non-residential energy efficiency
2017,1877688.05778,1713381.18819
2018,1929536.83791,1765229.96832
2019,2000643.73638,1836336.86678
2020,2036197.18561,1871890.31602
2021,2059899.4851,1895592.6155
2022,2077676.20971,1913369.34012
2023,2091008.75318,1926701.88358
2024,2101378.5092,1937071.63961
2025,2113229.65895,1948922.78935
2026,2129524.98985,1965218.12025
2027,2142857.53331,1978550.66371
2028,2153227.28933,1988920.41974
2029,2168041.22651,2003734.35692
2030,2175448.1951,2011141.32551
2031,2191743.526,2027436.65641
