year,Base case cost,Modeled residential energy efficiency
2017,1455738.15157,1500779.03261
2018,1526539.64661,1549826.46148
2019,1640835.7649,1634288.43187
2020,1690511.52376,1669047.11678
2021,1720778.27708,1689369.15414
2022,1733508.57486,1694640.91495
2023,1738758.19104,1694296.62839
2024,1739020.68615,1690208.31027
2025,1741237.26306,1687452.52919
2026,1749833.08582,1689211.35973
2027,1753486.74408,1687271.11525
2028,1752333.10751,1681766.66545
2029,1757401.36882,1680619.47929
2030,1759766.91238,1679877.2991
2031,1766305.97246,1679579.36696
2032,1763574.46981,1670010.87208
2033,1742301.84169,1641901.25173
2034,1739861.02807,1632001.90114
2035,1717558.78548,1605348.84532
2036,1704285.16863,1584616.69149
