year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,148139.371803,109623.135134
2018,148139.371803,109623.135134
2019,148139.371803,109623.135134
2020,148139.371803,109623.135134
2021,148139.371803,109623.135134
2022,148139.371803,109623.135134
2023,148139.371803,109623.135134
2024,148139.371803,109623.135134
2025,148139.371803,109623.135134
2026,148139.371803,109623.135134
2027,148139.371803,109623.135134
2028,148139.371803,109623.135134
2029,148139.371803,109623.135134
2030,148139.371803,109623.135134
2031,148139.371803,109623.135134
