year,Base case diesel consumed,Modeled residential ashp
2017,1467.63619563,-7572.90056177
2018,1467.63619563,-7572.90056177
2019,1467.63619563,-7572.90056177
2020,1467.63619563,-7572.90056177
2021,1467.63619563,-7572.90056177
2022,1467.63619563,-7572.90056177
2023,1467.63619563,-7572.90056177
2024,1467.63619563,-7572.90056177
2025,1467.63619563,-7572.90056177
2026,1467.63619563,-7572.90056177
2027,1467.63619563,-7572.90056177
2028,1467.63619563,-7572.90056177
2029,1467.63619563,-7572.90056177
2030,1467.63619563,-7572.90056177
2031,1467.63619563,-7572.90056177
