year,Base case diesel consumed,Modeled non-residential ashp
2017,191498.112007,129971.062292
2018,195708.166212,134181.116496
2019,201321.571817,139794.522102
2020,205531.626022,144004.576306
2021,211145.031628,149617.981912
2022,215355.085832,153828.036116
2023,220968.491438,159441.441722
2024,226581.897044,165054.847328
2025,232195.30265,170668.252934
2026,237808.708255,176281.65854
2027,243422.113861,181895.064146
2028,249035.519467,187508.469751
2029,254648.925073,193121.875357
2030,260262.330679,198735.280963
2031,265875.736285,204348.686569
