year,Base case cost,Modeled residential energy efficiency
2017,1418241.04473,1296603.14682
2018,1524241.05899,1386480.26291
2019,1675158.09927,1514922.96029
2020,1759110.70827,1588615.54319
2021,1841518.06622,1663694.31106
2022,1903910.02255,1720711.968
2023,1968648.99981,1782030.93656
2024,2034258.79481,1844220.72286
2025,2100739.40756,1907281.32691
2026,2173693.64488,1975838.41018
2027,2244903.90034,2043140.08426
2028,2314183.57011,2108999.74534
2029,2387322.06485,2178229.6587
2030,2452305.15442,2240769.88491
2031,2533472.30542,2317051.30919
2032,2625515.09013,2404696.93986
2033,2709263.59373,2483559.71674
2034,2794256.12267,2563666.51896
2035,2880196.14403,2646675.10429
2036,2980949.45256,2742542.68611
