year,Base case cost,Modeled water and wastewater efficiency
2017,31121.9377595,
2018,33208.6032043,
2019,36061.0537425,
2020,37538.8699064,
2021,38697.2174445,
2022,39645.7439975,
2023,40380.7039815,
2024,41130.2952526,
2025,41892.2037926,
2026,42783.713154,
2027,43628.0629144,
2028,44425.2402988,
2029,45302.7121176,
2030,46010.081446,
2031,47039.6661082,
