year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,649607.0,178816.0,470791.0
2004,,593752.0,173657.0,420095.0
2005,,585032.0,186620.0,398412.0
2006,,559362.0,179490.0,379872.0
2007,,527565.0,166897.0,360668.0
2008,,555284.0,167513.0,387771.0
2009,,540795.0,129416.0,411379.0
2010,,550754.0,130132.0,420622.0
2011,,529150.0,127820.0,401330.0
2012,,531805.0,124378.0,407427.0
2013,,528102.0,130658.0,397444.0
2014,start of forecast,533485.0,131418.0,402067.0
2015,,532820.0,130753.0,402067.0
2016,,532210.0,130143.0,402067.0
2017,,531541.0,129474.0,402067.0
2018,,530852.0,128785.0,402067.0
2019,,530082.0,128015.0,402067.0
2020,,529256.0,127189.0,402067.0
2021,,528372.0,126305.0,402067.0
2022,,527452.0,125385.0,402067.0
2023,,526455.0,124388.0,402067.0
2024,,525396.0,123329.0,402067.0
2025,,524310.0,122243.0,402067.0
2026,,523217.0,121150.0,402067.0
2027,,522103.0,120036.0,402067.0
2028,,520967.0,118900.0,402067.0
2029,,519803.0,117736.0,402067.0
2030,,518620.0,116553.0,402067.0
2031,,517429.0,115362.0,402067.0
2032,,516258.0,114191.0,402067.0
2033,,515090.0,113023.0,402067.0
2034,,513937.0,111870.0,402067.0
2035,,512797.0,110730.0,402067.0
2036,,511691.0,109624.0,402067.0
2037,,510599.0,108532.0,402067.0
2038,,509536.0,107469.0,402067.0
2039,,508513.0,106446.0,402067.0
2040,,507521.0,105454.0,402067.0
