year,annotation,diesel generation efficiency
2002,,12.89
2003,,11.7
2004,,12.2
2005,,11.98
2006,,11.71
2007,,11.44
2008,,12.05
2009,,12.13
2010,,11.74
2011,,11.01
2012,,13.38
2013,,12.15
2014,start of forecast,12.18
2015,,12.18
2016,,12.18
2017,,12.18
2018,,12.18
2019,,12.18
2020,,12.18
2021,,12.18
2022,,12.18
2023,,12.18
2024,,12.18
2025,,12.18
2026,,12.18
2027,,12.18
2028,,12.18
2029,,12.18
2030,,12.18
2031,,12.18
2032,,12.18
2033,,12.18
2034,,12.18
2035,,12.18
2036,,12.18
2037,,12.18
2038,,12.18
2039,,12.18
2040,,12.18
