year,Base case cost,Modeled residential energy efficiency
2017,44681.1660421,67535.3540865
2018,48339.6236277,70296.2603038
2019,50307.2823344,71290.713928
2020,51291.1116878,71496.3547927
2021,51946.9979233,71448.2821531
2022,52493.5697863,71324.6462542
2023,52821.5129041,71035.8873633
2024,50571.9213731,68192.6737851
2025,50933.6344198,67953.4263825
2026,51347.0207588,67768.2529423
2027,51657.0605131,67511.9547549
2028,51967.1002673,67267.5185526
2029,49704.4834582,64451.9722467
2030,49899.241052,64135.2255289
2031,47628.6196569,61323.9969168
