year,Base case cost,Modeled non-residential energy efficiency
2017,114570.418939,133308.603965
2018,122484.610479,140174.141636
2019,133036.865866,149605.258522
2020,138312.993559,153959.39471
2021,141830.412021,156632.637296
2022,144761.594073,158756.747362
2023,146520.303304,159765.243692
2024,147985.89433,160506.864152
2025,150037.721767,161830.355821
2026,152382.667408,163452.30673
2027,154141.376639,164523.229575
2028,155900.08587,165608.85541
2029,157951.913307,166991.881686
2030,159124.386127,167539.803898
2031,161469.331769,169233.5873
