year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,283063.37,4631.34,25436.35,3731.18
2018,283063.37,4632.75,25436.35,3969.73
2019,283063.37,4633.18,25436.35,3969.73
2020,283063.37,4633.51,25436.35,3969.73
2021,283063.37,4633.89,25436.35,3969.73
2022,283063.37,4633.58,25436.35,3969.73
2023,283063.37,4632.92,25436.35,3969.73
2024,283063.37,4631.71,25436.35,3731.18
2025,283063.37,4630.5,25436.35,3731.18
2026,283063.37,4629.34,25436.35,3731.18
2027,283063.37,4628.53,25436.35,3731.18
2028,283063.37,4627.79,25436.35,3731.18
2029,283063.37,4623.79,25436.35,3492.63
2030,283063.37,4620.5,25436.35,3492.63
2031,283063.37,4618.02,25436.35,3254.08
