year,Base case diesel consumed,Modeled non-residential ashp
2017,3521.73062606,-4109.17371427
2018,3521.73062606,-4109.17371427
2019,3521.73062606,-4109.17371427
2020,3521.73062606,-4109.17371427
2021,3521.73062606,-4109.17371427
2022,3521.73062606,-4109.17371427
2023,3521.73062606,-4109.17371427
2024,3521.73062606,-4109.17371427
2025,3521.73062606,-4109.17371427
2026,3521.73062606,-4109.17371427
2027,3521.73062606,-4109.17371427
2028,3521.73062606,-4109.17371427
2029,3521.73062606,-4109.17371427
2030,3521.73062606,-4109.17371427
2031,3521.73062606,-4109.17371427
