year,Base case diesel consumed,Modeled non-residential ashp
2017,649820.39182,454874.274274
2018,649820.39182,454874.274274
2019,649820.39182,454874.274274
2020,649820.39182,454874.274274
2021,649820.39182,454874.274274
2022,649820.39182,454874.274274
2023,649820.39182,454874.274274
2024,649820.39182,454874.274274
2025,649820.39182,454874.274274
2026,649820.39182,454874.274274
2027,649820.39182,454874.274274
2028,649820.39182,454874.274274
2029,649820.39182,454874.274274
2030,649820.39182,454874.274274
2031,649820.39182,454874.274274
