year,Base case cost,Modeled water and wastewater efficiency
2017,75738.8960471,149135.905745
2018,84794.8083203,155514.539052
2019,96836.5106403,163993.492184
2020,103128.314032,168425.610794
2021,107805.614407,171721.897747
2022,111798.997834,174535.9566
2023,114465.302466,176415.7879
2024,117005.508836,178206.297653
2025,119643.318451,180065.797917
2026,122968.257926,182409.397628
2027,126307.229038,184763.790971
2028,129521.97889,187031.158464
2029,131481.580181,188408.631615
2030,132770.557292,189315.604563
2031,135976.346423,191573.609154
