year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,63163.0,46721.7819557
2018,63163.0,46721.7819557
2019,63163.0,46721.7819557
2020,63163.0,46721.7819557
2021,63163.0,46721.7819557
2022,63163.0,46721.7819557
2023,63163.0,46721.7819557
2024,63163.0,46721.7819557
2025,63163.0,46721.7819557
2026,63163.0,46721.7819557
2027,63163.0,46721.7819557
2028,63163.0,46721.7819557
2029,63163.0,46721.7819557
2030,63163.0,46721.7819557
2031,63163.0,46721.7819557
2032,,
2033,,
2034,,
2035,,
2036,,
