year,Base case cost,Modeled water and wastewater efficiency
2017,57902.2356085,44069.41062
2018,61245.5406599,46312.8665109
2019,65782.0670958,49356.781366
2020,67931.2636939,50799.5532129
2021,69483.6959349,51842.3338965
2022,70558.3266264,52564.167481
2023,71274.750766,53045.5000258
2024,71871.8633828,53446.923049
2025,72588.3523686,53928.6337665
2026,73543.5463735,54570.7923833
2027,74260.0663718,55052.976392
2028,74857.2215208,55455.1563762
2029,75692.8640898,56017.2798013
2030,76289.8545391,56419.3709009
2031,77125.3139139,56981.4133742
