year,Base case cost,Modeled non-residential energy efficiency
2017,398357.483433,395957.526796
2018,421116.330819,417392.274808
2019,452003.337985,446482.289968
2020,466634.02559,460261.770833
2021,477200.633304,470213.618124
2022,484515.977107,477103.358557
2023,489392.872975,481696.518845
2024,493456.952865,485524.152419
2025,498333.848734,490117.312707
2026,504836.376558,496241.526425
2027,509713.272426,500834.686714
2028,513777.352317,504662.320287
2029,519467.064163,510021.00729
2030,523531.144053,513848.640864
2031,529220.8559,519207.327867
