year,Base case cost,Modeled wind power
2019,92905.8689758,
2020,97753.131705,
2021,101253.932565,
2022,103677.56393,
2023,105293.318173,
2024,106639.780042,
2025,107878.623596,
2026,110025.461876,
2027,111635.590587,
2028,112977.364512,
2029,114855.848008,
2030,116197.621933,
2031,118076.105428,
2032,120222.943709,
2033,122369.781989,
2034,124516.62027,
2035,125418.665058,
2036,127558.002628,
2037,128895.08861,
2038,131034.42618,
