year,Base case cost,Modeled diesel efficiency
2019,92905.8689758,250101.730267
2020,97753.131705,254508.332748
2021,101253.932565,257690.878984
2022,103677.56393,259894.180225
2023,105293.318173,261363.047719
2024,106639.780042,262587.103963
2025,107878.623596,263713.325376
2026,110025.461876,265664.99654
2027,111635.590587,267128.749913
2028,112977.364512,268348.544391
2029,114855.848008,270056.256659
2030,116197.621933,271276.051137
2031,118076.105428,272983.763406
2032,120222.943709,274935.43457
2033,122369.781989,276887.105734
2034,124516.62027,278838.776898
2035,125418.665058,279658.817614
2036,127558.002628,281603.669951
2037,128895.08861,282819.202661
2038,131034.42618,284764.054998
