year,Base case cost,Modeled biomass for heat (cordwood)
2017,274177.457369,311895.049368
2018,291863.097369,324977.148316
2019,315865.037369,342731.425459
2020,327234.377369,351141.346211
2021,335445.567369,357215.177865
2022,341130.237369,361420.138241
2023,344920.017369,364223.445158
2024,348078.167369,366559.534256
2025,351867.947369,369362.841173
2026,356920.987369,373100.58373
2027,360710.767369,375903.890647
2028,363868.917369,378239.979745
2029,368290.327369,381510.504482
2030,371448.477369,383846.59358
2031,375869.887369,387117.118317
2032,,
2033,,
2034,,
2035,,
2036,,
