year,Base case cost,Modeled non-residential energy efficiency
2017,19113814.2983,17190690.3823
2018,20226294.1813,18089109.1692
2019,21766650.9425,19351102.9702
2020,22494041.6353,19925283.0912
2021,22964706.2012,20282927.1233
2022,23349795.3915,20569027.7026
2023,23649309.2061,20783562.2249
2024,23863247.6452,20926508.6159
2025,24119973.7721,21106607.1559
2026,24462275.2745,21360090.7388
2027,24719001.4014,21541923.0235
2028,24932939.8404,21688337.8798
2029,25232453.6551,21908077.5382
2030,25446392.0942,22056107.0702
2031,25745905.9088,22277423.5605
