year,Base case cost,Modeled water and wastewater efficiency
2017,114638.835077,285125.906731
2018,122403.684378,285721.821768
2019,133133.617697,288478.238143
2020,138204.622445,287432.92853
2021,141384.253042,285185.385253
2022,143878.02559,282566.558902
2023,145705.229087,279587.702192
2024,146853.733518,276237.853638
2025,148238.137319,273147.161116
2026,150287.238841,270611.854348
2027,151650.462338,267693.687647
2028,152633.652714,264602.023657
2029,154098.874434,261930.252038
2030,154932.898114,258907.91493
2031,156347.471894,256371.071279
