year,Base case cost,Modeled diesel efficiency
2019,7002896.318,7954702.01973
2020,7492810.87523,8362849.99989
2021,7809814.41226,8614678.69569
2022,8069003.41063,8814800.8217
2023,8270546.52568,8963349.7297
2024,8414262.42122,9060141.06546
2025,8586780.33502,9183909.63591
2026,8817103.91087,9361003.79026
2027,8989592.65871,9486277.64631
2028,9133254.66063,9586084.45031
2029,9334319.07353,9738797.02226
2030,9477950.00736,9840002.18273
2031,9678969.40323,9994066.99442
2032,9908766.72375,10174965.7454
2033,10138756.7932,10356696.1581
2034,10397299.7022,10565024.7478
2035,10540610.4445,10669222.8476
2036,10799330.2514,10878949.6317
2037,10942357.5767,10984098.457
2038,11171984.9738,11168557.652
