year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,29653800
2004,,0,0,0,0,0,30806710
2005,,0,0,0,0,0,36558474
2006,,0,0,0,0,0,39472458
2007,,0,0,0,0,0,38389955
2008,,0,0,0,0,0,37646196
2009,,0,0,0,0,0,38716137
2010,,0,0,0,0,0,38009109
2011,,0,0,0,0,0,44319659
2012,,0,0,0,0,0,45269996
2013,,0,0,0,0,0,46408269
2014,start of forecast,0,0,0,0,0,45446000
2015,,0,0,0,0,0,45448000
2016,,0,0,0,0,0,45449000
2017,,0,0,0,0,0,45451000
2018,,0,0,0,0,0,45451000
2019,,0,0,0,0,0,45452000
2020,,0,0,0,0,0,45452000
2021,,0,0,0,0,0,45452000
2022,,0,0,0,0,0,45451000
2023,,0,0,0,0,0,45450000
2024,,0,0,0,0,0,45448000
2025,,0,0,0,0,0,45446000
2026,,0,0,0,0,0,45445000
2027,,0,0,0,0,0,45443000
2028,,0,0,0,0,0,45441000
2029,,0,0,0,0,0,45438000
2030,,0,0,0,0,0,45436000
2031,,0,0,0,0,0,45433000
2032,,0,0,0,0,0,45430000
2033,,0,0,0,0,0,45428000
2034,,0,0,0,0,0,45425000
2035,,0,0,0,0,0,45422000
2036,,0,0,0,0,0,45420000
2037,,0,0,0,0,0,45416000
2038,,0,0,0,0,0,45413000
2039,,0,0,0,0,0,45411000
2040,,0,0,0,0,0,45408000
