year,Base case cost,Modeled diesel efficiency
2019,708824.725824,961327.110501
2020,758987.778407,999501.581008
2021,797179.604047,1026967.21869
2022,828203.608206,1048086.67544
2023,851597.728135,1062435.90968
2024,872886.976782,1075033.76827
2025,897086.782071,1090435.93133
2026,924523.219929,1108935.12054
2027,949092.967861,1124979.23637
2028,971475.959973,1139182.86122
2029,1000424.33733,1159499.03143
2030,1021379.46782,1172689.25082
2031,1050458.71421,1193402.37178
2032,1081623.82297,1216145.85368
2033,1110289.99112,1236748.55013
2034,1141868.17813,1260126.44582
2035,1165080.98229,1276024.35904
2036,1197893.28626,1300771.07404
2037,1222525.90982,1318200.84046
2038,1255714.00533,1343524.64148
