year,Base case diesel consumed,Modeled non-residential ashp
2017,782569.517553,772716.42053
2018,782569.517553,772716.42053
2019,782569.517553,772716.42053
2020,782569.517553,772716.42053
2021,782569.517553,772716.42053
2022,782569.517553,772716.42053
2023,782569.517553,772716.42053
2024,782569.517553,772716.42053
2025,782569.517553,772716.42053
2026,782569.517553,772716.42053
2027,782569.517553,772716.42053
2028,782569.517553,772716.42053
2029,782569.517553,772716.42053
2030,782569.517553,772716.42053
2031,782569.517553,772716.42053
