year,Base case cost,Modeled diesel efficiency
2019,219300.059715,378817.189967
2020,232137.136381,386281.318273
2021,241230.065686,390440.253002
2022,247648.604019,392264.189568
2023,252462.507769,392723.377548
2024,256206.65513,392301.866461
2025,261020.55888,392942.516222
2026,266904.219018,394643.225538
2027,271183.244574,394970.677838
2028,275462.270129,395381.627878
2029,280811.052074,396846.624525
2030,283485.443046,395959.986325
2031,289369.103184,398068.628869
2032,295252.763323,400253.212204
2033,301136.423462,402511.956421
2034,307020.0836,404843.123422
2035,311299.109156,405786.257045
2036,317182.769294,408257.217101
2037,320926.916655,408850.614503
2038,327345.454989,411941.144546
