year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,53487.82,12472.47,62841.09,630.28
2018,53487.82,12479.91,62841.09,643.0
2019,53487.82,12486.75,62841.09,649.36
2020,53487.82,12493.24,62841.09,662.07
2021,53487.82,12499.6,62841.09,668.43
2022,53487.82,12505.42,62841.09,674.79
2023,53487.82,12510.79,62841.09,681.14
2024,53487.82,12516.21,62841.09,687.5
2025,53487.82,12521.37,62841.09,700.22
2026,53487.82,12526.62,62841.09,706.58
2027,53487.82,12532.03,62841.09,712.93
2028,53487.82,12537.5,62841.09,719.29
2029,53487.82,12542.3,62841.09,725.65
2030,53487.82,12547.19,62841.09,732.01
2031,53487.82,12552.43,62841.09,738.36
2032,53487.82,,,744.72
2033,53487.82,,,757.44
2034,53487.82,,,763.79
2035,53487.82,,,776.51
2036,53487.82,,,782.87
