year,Base case cost,Modeled residential energy efficiency
2017,597531.482921,641926.027739
2018,610984.492675,651716.986551
2019,619242.597059,656379.273989
2020,632151.320092,665811.699827
2021,638853.141567,669127.17126
2022,645331.130959,672304.233605
2023,651675.039205,675428.158028
2024,657929.560021,678540.517712
2025,670210.4075,687750.000657
2026,676674.601168,691211.905399
2027,682998.534092,694607.524144
2028,689328.283108,698077.34461
2029,695764.14082,701717.424687
2030,701954.719609,705184.023223
2031,708454.173337,709015.290052
2032,714961.624192,712916.750391
2033,727428.915144,722838.789447
2034,733956.358817,726880.296294
2035,746292.476669,736792.350057
2036,752838.822642,740967.251355
