year,Base case diesel consumed,Modeled solar power (pv)
2016,53487.8194426,52667.5324417
2017,53487.8194426,52674.0947377
2018,53487.8194426,52680.6045354
2019,53487.8194426,52687.0622546
2020,53487.8194426,52693.4683121
2021,53487.8194426,52699.8231212
2022,53487.8194426,52706.1270918
2023,53487.8194426,52712.3806306
2024,53487.8194426,52718.5841411
2025,53487.8194426,52724.7380235
2026,53487.8194426,52730.8426748
2027,53487.8194426,52736.898489
2028,53487.8194426,52742.9058566
2029,53487.8194426,52748.8651653
2030,53487.8194426,52754.7767995
2031,53487.8194426,52760.6411406
2032,53487.8194426,52766.4585671
2033,53487.8194426,52772.2294541
2034,53487.8194426,52777.954174
2035,53487.8194426,52783.6330961
