year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,39911.91,498090.84,525508.26,39151.81,243522.73,72023.23
2018,44678.07,521970.46,536354.25,39958.16,248455.37,74630.24
2019,51195.68,554647.83,541995.17,41056.32,255205.28,77247.43
2020,54220.64,569729.69,552767.17,41569.58,258320.63,79384.15
2021,56373.22,580412.67,558188.88,41936.65,260527.33,80664.27
2022,57900.08,587953.61,563579.01,42198.36,262085.0,81752.12
2023,59050.95,593609.3,568950.23,42396.67,263253.26,82724.81
2024,59952.66,598008.18,574308.85,42553.33,264161.9,83620.71
2025,61104.27,603663.88,584993.75,42751.38,265330.16,85216.66
2026,62507.82,610576.4,590382.98,42991.54,266758.02,86291.62
2027,63537.38,615603.69,595752.23,43169.35,267796.47,87246.31
2028,64568.15,620630.98,601122.49,43347.36,268834.92,88205.8
2029,65847.06,626915.08,606508.28,43566.0,270132.98,89255.86
2030,66500.12,630057.14,611858.74,43680.23,270782.01,90095.98
2031,67908.63,636969.66,617254.14,43920.83,272209.88,91200.03
2032,,,622650.94,,,92310.68
2033,,,633365.42,,,94063.5
2034,,,638765.72,,,95190.64
2035,,,649461.79,,,96830.68
2036,,,654865.4,,,97973.43
