year,Base case cost,Modeled non-residential energy efficiency
2017,741613.57402,928313.9345
2018,770425.821205,949983.941234
2019,809853.106827,981933.830303
2020,828050.315576,993732.749956
2021,840940.005106,1000591.37323
2022,850038.60948,1003955.56526
2023,856862.562761,1005271.26317
2024,862170.081979,1005260.00687
2025,868994.03526,1006816.80722
2026,877334.422603,1009938.87229
2027,883400.158852,1011001.13841
2028,889465.895102,1012174.34531
2029,897048.065414,1014904.8277
2030,900839.15057,1014118.77425
2031,909179.537913,1017782.84712
