year,Base case cost,Modeled water and wastewater efficiency
2017,79063.7215089,81366.8031847
2018,84636.2343798,84458.7857879
2019,92252.0002275,88922.3784398
2020,95790.2194451,90691.0558973
2021,98309.8609364,91796.6910683
2022,100098.440635,92429.9330343
2023,101447.622061,92784.2448858
2024,102505.984583,92958.0735885
2025,103855.648564,93337.8044913
2026,105499.367962,93925.0082545
2027,106706.724339,94234.1812004
2028,107915.509557,94555.8679903
2029,109413.062733,95080.608835
2030,110180.356512,95131.26858
2031,111829.46186,95778.512561
