year,Base case cost,Modeled water and wastewater efficiency
2017,19741.2128625,10830.6908142
2018,21849.100612,12119.2191711
2019,24741.4847924,13897.6767765
2020,26109.2173609,14733.4575624
2021,27114.9346959,15345.4169553
2022,27821.7449126,15774.0374409
2023,28394.8135297,16118.0540522
2024,28816.4783712,16369.4698542
2025,29312.5273814,16666.8464771
2026,29978.5644579,17065.6994525
2027,30561.4013808,17414.9522977
2028,31021.0728194,17684.3581837
2029,31671.2193833,18076.6740387
2030,32038.6424444,18292.3649108
2031,32706.342573,18693.1268165
