year,annotation,Diesel Price ($/gal),Heating Fuel ($/gal)
2000,,,2.5
2004,,1.64,2.5
2005,,1.85,4.25
2008,,3.08,5.0
2009,,3.94,6.5
2010,,2.87,6.17
2011,,3.04,6.0
2012,,3.7,6.5
2013,,3.99,6.75
2014,,,6.25
2016,start of forecast,2.0,4.2
2017,,2.38,4.58
2018,,2.66,4.86
2019,,3.05,5.25
2020,,3.23,5.43
2021,,3.36,5.56
2022,,3.45,5.65
2023,,3.52,5.72
2024,,3.57,5.77
2025,,3.63,5.83
2026,,3.71,5.91
2027,,3.78,5.98
2028,,3.83,6.03
2029,,3.91,6.11
2030,,3.95,6.15
2031,,4.03,6.23
2032,,4.11,6.31
2033,,4.19,6.39
2034,,4.28,6.48
2035,,4.33,6.53
2036,,4.42,6.62
2037,,4.47,6.67
2038,,4.56,6.76
2039,,4.62,6.82
2040,,4.72,6.92
