year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,61800.0,45695.8019809
2018,61800.0,45695.8019809
2019,61800.0,45695.8019809
2020,61800.0,45695.8019809
2021,61800.0,45695.8019809
2022,61800.0,45695.8019809
2023,61800.0,45695.8019809
2024,61800.0,45695.8019809
2025,61800.0,45695.8019809
2026,61800.0,45695.8019809
2027,61800.0,45695.8019809
2028,61800.0,45695.8019809
2029,61800.0,45695.8019809
2030,61800.0,45695.8019809
2031,61800.0,45695.8019809
2032,,
2033,,
2034,,
2035,,
2036,,
