year,population
2003,274.0
2004,272.0
2005,263.0
2006,281.0
2007,266.0
2008,272.0
2009,271.0
2010,282.0
2011,287.0
2012,291.0
2013,294.0
2014,299.0
2015,303.0
2016,307.0
2017,311.0
2018,318.0
2019,322.0
2020,326.0
2021,330.0
2022,333.0
2023,337.0
2024,341.0
2025,345.0
2026,349.0
2027,354.0
2028,359.0
2029,363.0
2030,367.0
2031,371.0
2032,375.0
2033,380.0
2034,384.0
2035,388.0
2036,394.0
2037,399.0
2038,404.0
2039,409.0
2040,413.0
