year,Base case cost,Modeled residential energy efficiency
2017,295754.684995,293883.541122
2018,306107.711744,303909.56055
2019,319818.476897,317205.247797
2020,326254.142173,323420.464867
2021,330731.126713,327730.238809
2022,334088.865118,330951.656444
2023,336327.357388,333084.691312
2024,338006.22659,334674.060186
2025,340244.71886,336809.223051
2026,343042.834198,339490.155266
2027,345281.326467,341627.347548
2028,347240.007204,343493.147699
2029,349758.311007,345904.646687
2030,364686.739098,360756.964692
2031,367614.61076,363572.437052
2032,370542.482421,366388.799967
2033,373470.354083,369206.032565
2034,376398.225745,372024.114462
2035,378447.735909,373986.984941
2036,381375.60757,376806.706187
