year,annotation,Electricity price ($/kwh)
2002,,0.5
2003,,0.49
2004,,0.49
2005,,0.46
2006,,0.44
2007,,0.45
2008,,0.56
2009,,0.58
2010,,0.57
2011,,0.59
2012,,0.61
2013,,0.6
2014,,0.79
2015,,0.58
2016,start of forecast,0.58
2017,,0.58
2018,,0.58
2019,,0.58
2020,,0.58
2021,,0.58
2022,,0.58
2023,,0.58
2024,,0.58
2025,,0.58
2026,,0.58
2027,,0.58
2028,,0.58
2029,,0.58
2030,,0.58
2031,,0.58
2032,,0.58
2033,,0.58
2034,,0.58
2035,,0.58
2036,,0.58
2037,,0.58
2038,,0.58
2039,,0.58
2040,,0.58
