year,Base case cost,Modeled diesel efficiency
2019,188002.298056,353959.817966
2020,200677.238106,361192.288303
2021,209937.774451,365421.306819
2022,216471.555926,367269.652218
2023,220963.25131,367357.449407
2024,224521.442909,366690.252566
2025,228987.807783,366940.118982
2026,234789.239522,368492.990476
2027,239233.253946,368899.060809
2028,242995.579653,368770.584467
2029,248365.647711,370186.866687
2030,251721.940248,369853.668646
2031,257763.266814,372040.732036
2032,263219.011597,373772.910476
2033,268947.431866,375828.622246
2034,275023.774137,378274.500533
2035,278717.558464,378626.559166
2036,285066.576222,381462.917865
2037,288396.793234,381623.712372
2038,294727.185617,384579.12683
