year,Base case cost,Modeled non-residential energy efficiency
2017,459337.20749,495540.273401
2018,493281.490395,523819.568322
2019,541271.683467,564761.941117
2020,563511.041232,582633.46489
2021,579897.936428,595299.319795
2022,591602.861567,603809.316415
2023,599796.309165,609213.292386
2024,606819.264249,613612.07374
2025,615012.711846,619106.512576
2026,625547.144472,626746.523745
2027,633740.59207,632327.234833
2028,640763.547153,636898.609087
2029,650127.487265,643612.558121
2030,655979.949835,647213.317323
2031,666514.38246,655056.692785
