year,Base case cost,Modeled water and wastewater efficiency
2017,49662.8873499,39877.6656276
2018,53183.7496512,42231.1471987
2019,58166.4502202,45610.0255462
2020,60468.7187963,47115.9772082
2021,62159.5972904,48196.5614236
2022,63359.2249288,48935.7435658
2023,64188.9962939,49418.3953614
2024,64899.3383576,49819.8209413
2025,65733.4906978,50310.1487423
2026,66814.2152498,50975.2406684
2027,67649.2790174,51470.535029
2028,68360.8404653,51881.4613641
2029,69333.9348139,52477.7727603
2030,69937.4922902,52817.4217277
2031,71021.6612528,53495.1502591
