year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,6129.9419853,3984.46229045
2018,6129.06230779,3983.89050006
2019,6128.34635296,3983.42512942
2020,6127.58431985,3982.9298079
2021,6126.68586673,3982.34581338
2022,6125.53519073,3981.59787397
2023,6124.10525605,3980.66841643
2024,6122.85090725,3979.85308971
2025,6121.76627278,3979.14807731
2026,6120.92713561,3978.60263815
2027,6119.95220562,3977.96893365
2028,6118.87745937,3977.27034859
2029,6118.94925235,3977.31701403
2030,6118.7159652,3977.16537738
2031,6118.17386148,3976.81300996
