year,Base case diesel consumed,Modeled residential ashp
2017,5335.58913712,-28418.4254879
2018,5335.58913712,-28418.4254879
2019,5335.58913712,-28418.4254879
2020,5165.8041112,-28588.2105138
2021,5165.8041112,-28588.2105138
2022,5165.8041112,-28588.2105138
2023,4996.01908527,-28757.9955397
2024,4996.01908527,-28757.9955397
2025,4826.23405935,-28927.7805656
2026,4826.23405935,-28927.7805656
2027,4826.23405935,-28927.7805656
2028,4826.23405935,-28927.7805656
2029,4826.23405935,-28927.7805656
2030,4656.44903342,-29097.5655916
2031,4656.44903342,-29097.5655916
