year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,67945.37,6129.94,71076.1,33754.01
2018,67945.37,6129.06,71076.1,33754.01
2019,67870.87,6128.35,71076.1,33754.01
2020,67796.36,6127.58,71076.1,32679.92
2021,67721.86,6126.69,71076.1,32679.92
2022,67647.36,6125.54,71076.1,32679.92
2023,67572.86,6124.11,71076.1,31605.83
2024,67423.86,6122.85,71076.1,31605.83
2025,67349.36,6121.77,71076.1,30531.73
2026,67274.85,6120.93,71076.1,30531.73
2027,67200.35,6119.95,71076.1,30531.73
2028,67125.85,6118.88,71076.1,30531.73
2029,67125.85,6118.95,71076.1,30531.73
2030,67125.85,6118.72,71076.1,29457.64
2031,67125.85,6118.17,71076.1,29457.64
