year,Base case cost,Modeled residential energy efficiency
2017,215890.465726,228650.387207
2018,230605.169071,240275.091868
2019,251408.71518,257137.242969
2020,253276.382197,256688.757864
2021,260167.077617,261649.431907
2022,265089.002917,264954.096598
2023,260289.807893,258777.043775
2024,263151.696871,260354.27328
2025,258048.281174,253913.203534
2026,262204.215339,256605.165435
2027,265436.608579,258538.245971
2028,268207.231355,260100.913474
2029,271901.395058,262459.471507
2030,265235.575023,254694.262468
2031,269254.609886,257339.704771
