year,Base case diesel consumed,Modeled diesel efficiency
2019,178990.928009,162719.025463
2020,178990.928009,162719.025463
2021,179068.615043,162789.65004
2022,179223.989113,162930.899194
2023,179301.676148,163001.523771
2024,179457.050217,163142.772925
2025,179612.424287,163284.022079
2026,179767.798356,163425.271233
2027,179923.172425,163566.520387
2028,180078.546495,163707.769541
2029,180233.920564,163849.018695
2030,180389.294634,163990.267849
2031,180544.668703,164131.517003
2032,180700.042773,164272.766157
2033,180855.416842,164414.015311
2034,181010.790912,164555.264465
2035,181166.164981,164696.513619
2036,181321.539051,164837.762773
2037,181476.91312,164979.011927
2038,181554.600155,165049.636504
