year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2009,,28184.55,2868799.0,2868799.0
2010,,28184.55,1869048.0,1869048.0
2011,,28184.55,1885810.0,1885810.0
2012,,28184.55,3656038.0,3656038.0
2013,,28184.55,2681948.0,2681948.0
2014,,28184.55,2060313.0,2060313.0
2015,,28184.55,2017680.0,2017680.0
2016,start of forecast,28184.55,2304000.0,2304000.0
2017,,28184.55,2303000.0,2303000.0
2018,,28184.55,2303000.0,2303000.0
2019,,28184.55,2304000.0,2304000.0
2020,,28184.55,2304000.0,2304000.0
2021,,28184.55,2305000.0,2305000.0
2022,,28184.55,2307000.0,2307000.0
2023,,28184.55,2308000.0,2308000.0
2024,,28184.55,2310000.0,2310000.0
2025,,28184.55,2312000.0,2312000.0
2026,,28184.55,2314000.0,2314000.0
2027,,28184.55,2316000.0,2316000.0
2028,,28184.55,2318000.0,2318000.0
2029,,28184.55,2320000.0,2320000.0
2030,,28184.55,2322000.0,2322000.0
2031,,28184.55,2324000.0,2324000.0
2032,,28184.55,2326000.0,2326000.0
2033,,28184.55,2328000.0,2328000.0
2034,,28184.55,2330000.0,2330000.0
2035,,28184.55,2332000.0,2332000.0
2036,,28184.55,2334000.0,2334000.0
2037,,28184.55,2336000.0,2336000.0
2038,,28184.55,2337000.0,2337000.0
2039,,28184.55,2339000.0,2339000.0
2040,,28184.55,2340000.0,2340000.0
