year,Base case cost,Modeled solar power (pv)
2016,454636.957142,477557.483254
2017,558209.311839,579320.96152
2018,636931.137868,656569.279121
2019,748182.079077,765990.293178
2020,800089.448199,816801.428598
2021,838041.118404,853847.358664
2022,865651.867416,880696.674376
2023,885750.28017,900133.182291
2024,902668.962592,916446.090559
2025,921411.73659,934576.80784
2026,945578.619353,958085.122123
2027,966187.435925,978090.230573
2028,983228.863862,994581.540147
2029,1007507.61595,1018244.16665
2030,1021003.40763,1031255.1085
2031,1045353.63179,1055015.72707
2032,1071551.25364,1080617.79809
2033,1097792.38023,1106276.7151
2034,1124077.01156,1131992.20365
2035,1141346.83938,1148799.67034
