year,Base case cost,Modeled non-residential energy efficiency
2017,1374821.24668,1387757.98253
2018,1463968.63706,1461063.3937
2019,1589585.41441,1566935.85952
2020,1648341.64897,1613494.65839
2021,1690889.26711,1645774.55655
2022,1721280.42292,1667375.4681
2023,1743567.27051,1681897.38039
2024,1761801.964,1692940.35225
2025,1782062.73454,1705906.03083
2026,1808401.73624,1724394.61291
2027,1830688.58383,1739395.73193
2028,1848923.27732,1750906.67911
2029,1875262.27902,1769733.92052
2030,1889444.8184,1777859.68728
2031,1915783.8201,1796899.67938
