year,Base case cost,Modeled residential energy efficiency
2017,564821.876104,537008.597311
2018,605737.601342,567521.190094
2019,663391.577814,611079.928024
2020,690358.760357,630806.565523
2021,693354.631427,628245.535153
2022,706970.453363,637573.788421
2023,716955.389449,644126.193794
2024,725124.882611,649303.914999
2025,716671.846256,637678.787477
2026,728183.867277,645424.149085
2027,737924.808141,651837.326031
2028,727632.432199,638655.48946
2029,738856.095229,646186.532632
2030,744899.606091,649801.83995
2031,737129.046804,638385.173528
2032,748905.529154,646331.176706
2033,760682.011504,654299.095882
2034,752532.653413,642362.576961
2035,759903.616754,647001.350354
2036,772188.555656,655333.625997
