year,Base case cost,Modeled diesel efficiency
2019,748182.079077,951649.063947
2020,800089.448199,992474.685921
2021,838041.118404,1020762.43924
2022,865651.867416,1039794.99022
2023,885750.28017,1052140.36642
2024,902668.962592,1061733.96713
2025,921411.73659,1073121.4662
2026,945578.619353,1089572.42761
2027,966187.435925,1102918.13335
2028,983228.863862,1113147.07682
2029,1007507.61595,1130078.76365
2030,1021003.40763,1137328.22576
2031,1045353.63179,1154562.99684
2032,1071551.25364,1173592.10625
2033,1097792.38023,1192772.9586
2034,1124077.01156,1212102.92444
2035,1141346.83938,1223344.61013
2036,1169523.92688,1244606.47449
2037,1186859.0118,1256114.01204
2038,1214600.27504,1277181.35927
