year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,178913.24,6035.46,116239.06,64744.03
2018,178913.24,6034.92,116239.06,64744.03
2019,178990.93,6033.51,116239.06,64744.03
2020,178990.93,6031.92,116239.06,64744.03
2021,179068.62,6028.8,116239.06,63139.95
2022,179223.99,6024.73,116239.06,63139.95
2023,179301.68,6019.72,116239.06,63139.95
2024,179457.05,6013.96,116239.06,63139.95
2025,179612.42,6007.74,116239.06,61535.86
2026,179767.8,6002.01,116239.06,61535.86
2027,179923.17,5995.33,116239.06,61535.86
2028,180078.55,5988.57,116239.06,59931.77
2029,180233.92,5981.28,116239.06,59931.77
2030,180389.29,5974.73,116239.06,59931.77
2031,180544.67,5967.96,116239.06,58327.68
2032,180700.04,,,58327.68
2033,180855.42,,,58327.68
2034,181010.79,,,56723.59
2035,181166.16,,,56723.59
2036,181321.54,,,56723.59
