year,Base case cost,Modeled transmission and interties
2021,506066.584584,
2022,523876.300602,
2023,538429.762571,
2024,551395.876208,
2025,564739.570324,
2026,582032.001086,
2027,601512.888302,
2028,616159.99023,
2029,632553.024292,
2030,644901.416266,
2031,663771.378267,
2032,684514.139443,
2033,705788.533933,
2034,725404.59496,
2035,744256.433099,
2036,764357.307461,
2037,782512.887197,
2038,805080.117246,
2039,822162.613261,
2040,847568.493348,
