year,Base case cost,Modeled diesel efficiency
2019,351034.316241,582946.39048
2020,380310.868545,603378.056354
2021,398782.729685,614132.198722
2022,413849.295336,621932.144292
2023,426361.302745,627547.973552
2024,437377.68295,631939.111767
2025,448963.077804,636979.342745
2026,463737.002309,645046.954537
2027,481019.894859,655521.147033
2028,493871.503891,662089.654505
2029,508093.883616,670024.194686
2030,518990.271386,675052.173702
2031,535330.755006,685143.654822
2032,553540.363241,697045.984797
2033,571919.546937,709211.5022
2034,589003.65038,720306.146567
2035,606046.247772,731467.035295
2036,623614.376697,743207.220151
2037,639961.059627,753936.159921
2038,659633.776036,767785.60277
