year,Base case cost,Modeled residential energy efficiency
2017,861826.262827,957296.786189
2018,906704.854889,993019.903715
2019,970909.8493,1046474.1549
2020,1018028.02518,1086341.55319
2021,1046305.09503,1108410.99768
2022,1070641.73305,1127203.23373
2023,1092339.36147,1143828.61186
2024,1112771.73278,1159469.866
2025,1133384.92968,1175382.11224
2026,1163880.04591,1200886.72577
2027,1199918.83333,1232209.8026
2028,1221264.37391,1249112.40932
2029,1251208.49414,1274506.799
2030,1271352.06656,1290558.33008
2031,1303492.69574,1318118.71701
2032,1336013.05868,1346135.21171
2033,1370621.43521,1376125.50136
2034,1396812.05769,1397959.67548
2035,1434090.02253,1431329.92605
2036,1460877.36948,1453901.41524
