year,Base case diesel consumed,Modeled diesel efficiency
2019,130496.028342,118632.753038
2020,133442.410016,121311.281833
2021,134723.895164,122476.268331
2022,136134.636624,123758.760567
2023,137535.904111,125032.640101
2024,138850.058079,126227.325527
2025,140300.961814,127546.328921
2026,141815.597036,128923.270033
2027,144450.418877,131318.562615
2028,146115.829554,132832.572321
2029,147701.710354,134274.28214
2030,149135.135456,135577.395869
2031,150797.395776,137088.541615
2032,152911.702553,139010.638684
2033,154572.850523,140520.773203
2034,156234.390021,142031.263656
2035,158650.850202,144228.045638
2036,160312.179099,145738.344636
2037,162426.66488,147660.604436
2038,164088.003989,149170.912717
