year,Base case diesel consumed,Modeled non-residential ashp
2017,104210.344492,72947.2411755
2018,104210.344492,72947.2411755
2019,104210.344492,72947.2411755
2020,104210.344492,72947.2411755
2021,104210.344492,72947.2411755
2022,104210.344492,72947.2411755
2023,104210.344492,72947.2411755
2024,104210.344492,72947.2411755
2025,104210.344492,72947.2411755
2026,104210.344492,72947.2411755
2027,104210.344492,72947.2411755
2028,104210.344492,72947.2411755
2029,104210.344492,72947.2411755
2030,104210.344492,72947.2411755
2031,104210.344492,72947.2411755
