year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,63461.1,448120.33,340782.56,70865.66,552766.86,521043.7
2018,67205.3,474172.92,363665.84,73193.33,569805.15,543039.02
2019,72303.74,509604.43,396522.95,76364.28,592977.22,574386.9
2020,74778.31,526278.09,420498.92,78040.83,603881.73,597529.1
2021,76473.92,537741.23,434990.15,79175.23,611378.58,611314.95
2022,77720.15,546078.05,447450.45,80030.54,616830.83,623191.29
2023,78668.67,552330.67,458549.48,80704.69,620920.02,633789.88
2024,79470.83,557541.19,469000.82,81294.09,624327.67,643770.91
2025,80277.78,562751.71,479562.01,81893.97,627735.33,653822.92
2026,81388.39,570046.43,495206.26,82685.63,632506.05,668673.78
2027,82404.97,576299.05,513661.01,83518.35,636595.24,686257.82
2028,83225.16,581509.57,524667.05,84145.64,640002.9,696597.32
2029,84196.26,587762.19,540097.49,84865.31,644092.09,711111.0
2030,84861.74,591930.61,550494.29,85387.29,646818.21,720857.77
2031,85985.84,599225.33,567138.09,86202.6,651588.93,736354.6
2032,,,584012.56,,,752000.5
2033,,,602034.47,,,768586.96
2034,,,615741.83,,,781070.22
2035,,,635070.19,,,799019.84
2036,,,649140.02,,,811737.35
